Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Land Rover Range Rover 3.0 D,Delhi,2015,72160,Petrol,Manual,First,17.8 kmpl,998 CC,73.75 bhp,5.0,,1.6
Toyota Innova Crysta 2.8 ZX AT,Delhi,2010,42971,Diesel,Manual,First,19.2 km/kg,1968 CC,138.1 bhp,7.0,,21.86
Mahindra XUV500 W10 2WD,Kochi,2011,30661,Petrol,Automatic,First,11.36 kmpl,1968 CC,53.5 bhp,5.0,11.75 Lakh,3.58
Hyundai Santro Xing XG,Kolkata,2009,27723,CNG,Manual,Second,0.0 kmpl,1599 CC,58.16 bhp,5.0,,1.46
Maruti Swift ZDi,Kolkata,2011,71056,CNG,Manual,Second,12.0 kmpl,1197 CC,46.3 bhp,5.0,,2.18
Maruti Wagon R LXI Optional,Bangalore,2012,66716,Diesel,Automatic,First,19.67 kmpl,2987 CC,98.96 bhp,5.0,8.09 Lakh,4.7
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,50179,Diesel,Manual,First,22.32 kmpl,1461 CC,58.16 bhp,5.0,,8.77
Land Rover Range Rover HSE Dynamic,Kolkata,2017,25760,Diesel,Automatic,First,21.66 kmpl,1591 CC,198.25 bhp,5.0,32.45 Lakh,9.44
Skoda Octavia 1.9 TDI,Coimbatore,2016,24664,Petrol,Automatic,First,23.01 kmpl,4806 CC,147.5 bhp,5.0,7.77 Lakh,4.87
Honda Civic 2010-2013 1.8 V MT,Kolkata,2011,101731,Diesel,Manual,Second,12.8 kmpl,1248 CC,126.2 bhp,5.0,,5.84
Hyundai i20 Magna Optional 1.2,Hyderabad,2010,59553,Diesel,Manual,First,21.1 kmpl,1248 CC,88.8 bhp,5.0,,2.92
Ford Fiesta 1.6 ZXi Leather,Bangalore,2016,70122,CNG,Manual,First,22.9 kmpl,1061 CC,168.5 bhp,8.0,,1.67
Ford Figo Diesel EXI,Kochi,2018,8824,Petrol,Manual,First,20.4 kmpl,1956 CC,121.4 bhp,5.0,13.72 Lakh,2.53
Land Rover Range Rover Sport SE,Kolkata,2013,17406,CNG,Manual,First,10.9 kmpl,1396 CC,60 bhp,5.0,,4.63
Maruti Estilo LXI,Mumbai,2018,51440,Petrol,Manual,Second,14.8 kmpl,1396 CC,67.1 bhp,5.0,,2.26
Maruti Alto K10 VXI AGS,Hyderabad,2013,41008,Diesel,Manual,First,25.4 kmpl,1591 CC,58.16 bhp,5.0,,0.54
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2013,64588,Diesel,Manual,First,23.1 kmpl,1995 CC,170 bhp,5.0,11.91 Lakh,12.21
Ford Figo Diesel Titanium,Chennai,2013,50996,Diesel,Manual,First,11.5 kmpl,2987 CC,181 bhp,7.0,,11.67
Hyundai Santro Xing GLS,Ahmedabad,2014,39950,Petrol,Manual,First,12.3 kmpl,1498 CC,138 bhp,5.0,8.61 Lakh,4.4
Ford EcoSport 1.5 Ti VCT AT Titanium,Mumbai,2008,125936,Petrol,Manual,First,17.8 kmpl,1399 CC,null bhp,5.0,,2.09
Volkswagen Vento 1.5 TDI Highline,Bangalore,2010,11148,Petrol,Manual,First,10.1 kmpl,1997 CC,85.8 bhp,5.0,,2.23
Honda CR-V AT With Sun Roof,Kolkata,2009,17187,Petrol,Manual,First,20.0 kmpl,1199 CC,66 bhp,5.0,,3.26
Maruti Wagon R AMT VXI,Chennai,2012,84124,Diesel,Manual,Second,20.73 kmpl,2354 CC,83.8 bhp,8.0,,5.43
Ford Ecosport 1.5 DV5 MT Ambiente,Coimbatore,2017,43873,Diesel,Manual,First,12.8 kmpl,2987 CC,158.2 bhp,5.0,8.61 Lakh,30.74
Renault Duster 85PS Diesel RxL Optional,Kolkata,2010,57359,Petrol,Manual,First,17.01 kmpl,1461 CC,70 bhp,5.0,,19.06
Maruti Swift Dzire LXI,Hyderabad,2012,67623,Diesel,Manual,First,16.0 kmpl,1498 CC,80 bhp,7.0,,53.97
Tata Zest Revotron 1.2 XT,Hyderabad,2009,60348,Diesel,Manual,First,22.74 kmpl,1999 CC,88.73 bhp,5.0,,3.25
Hyundai Xcent 1.2 Kappa S Option CNG,Mumbai,2009,32636,Diesel,Automatic,First,18.78 kmpl,2987 CC,174.33 bhp,5.0,,24.39
Mahindra XUV500 W8 2WD,Mumbai,2009,44996,Petrol,Manual,First,17.88 kmpl,1373 CC,88.8 bhp,5.0,,2.42
Hyundai EON Era,Hyderabad,2009,67090,Petrol,Manual,First,10.9 kmpl,998 CC,,5.0,,1.77
Datsun redi-GO T Option,Kochi,2013,33776,Petrol,Manual,First,26.6 km/kg,1498 CC,245 bhp,5.0,,2.47
Honda Jazz 1.2 V CVT i VTEC,Chennai,2012,53871,Diesel,Manual,First,12.83 kmpl,2993 CC,190 bhp,7.0,,16.13
Maruti SX4 Green Vxi (CNG),Kolkata,2011,76513,Diesel,Manual,First,15.8 kmpl,998 CC,126.2 bhp,5.0,,2.15
Hyundai Santro Xing GL Plus,Delhi,2015,15340,Diesel,Manual,Second,17.92 kmpl,2993 CC,306 bhp,7.0,,69.47
Hyundai Elantra 2.0 SX Option AT,Bangalore,2012,57017,Diesel,Manual,First,12.8 kmpl,1582 CC,89.84 bhp,5.0,,4.83
Hyundai i20 2015-2017 1.4 Magna ABS,Kolkata,2009,56893,Diesel,Manual,First,18.5 kmpl,2354 CC,74 bhp,5.0,,2.37
Maruti Wagon R LXI CNG,Kolkata,2009,33410,Petrol,Manual,First,14.8 kmpl,1197 CC,88.7 bhp,5.0,,2.07
Chevrolet Aveo U-VA 1.2 LS,Chennai,2013,33752,Diesel,Automatic,First,26.6 km/kg,1199 CC,41 bhp,5.0,,3.27
Nissan Terrano XL,Mumbai,2009,47840,Petrol,Manual,First,17.4 kmpl,1198 CC,67.1 bhp,5.0,,1.47
Toyota Etios G,Mumbai,2009,50231,Petrol,Manual,First,13.8 kmpl,2354 CC,74 bhp,5.0,,2.74
Hyundai i10 Sportz,Kolkata,2012,77207,Petrol,Manual,Second,21.43 kmpl,998 CC,67.04 bhp,5.0,,2.3
Maruti SX4 ZXI AT Leather,Mumbai,2010,99219,Petrol,Manual,First,19.0 kmpl,1497 CC,74 bhp,5.0,,3.72
Mercedes-Benz CLA 200 Sport Edition,Hyderabad,2011,67719,Petrol,Manual,First,28.4 kmpl,998 CC,198.5 bhp,5.0,,2.69
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Kolkata,2009,17190,Petrol,Manual,First,17.0 kmpl,1399 CC,99.6 bhp,5.0,,2.12
Hyundai Santa Fe 4x4 AT,Mumbai,2015,31306,Petrol,Manual,First,20.34 kmpl,2993 CC,110.4 bhp,5.0,11.56 Lakh,2.49
BMW 3 Series Luxury Line,Kolkata,2015,54045,Diesel,Manual,First,19.01 kmpl,1798 CC,47.3 bhp,5.0,8.61 Lakh,7.45
Honda City 1.5 E MT,Mumbai,2010,72393,Petrol,Manual,First,18.48 kmpl,1498 CC,null bhp,5.0,,28.61
Hyundai Grand i10 1.2 Kappa Sportz,Kolkata,2013,41246,Petrol,Automatic,First,26.6 km/kg,1498 CC,152 bhp,5.0,,4.87
Hyundai i20 Sportz AT 1.4,Kochi,2013,34155,Petrol,Manual,First,25.4 kmpl,1798 CC,73 bhp,5.0,6.21 Lakh,9.32
Maruti Swift LDI Optional,Kolkata,2010,36797,Petrol,Automatic,First,26.6 km/kg,1120 CC,245 bhp,5.0,,2.26
Chevrolet Cruze LTZ,Delhi,2013,63396,Petrol,Manual,First,18.0 kmpl,1197 CC,116.6 bhp,5.0,,6.42
Mahindra Thar CRDe,Kolkata,2011,47973,Petrol,Manual,First,15.06 kmpl,1798 CC,86.8 bhp,5.0,,2.13
Toyota Innova Crysta 2.4 VX MT,Kochi,2017,35569,Diesel,Manual,First,24.07 kmpl,1968 CC,63 bhp,5.0,11.12 Lakh,14.24
Chevrolet Beat Diesel LS,Delhi,2015,27268,Diesel,Automatic,First,9.3 kmpl,1978 CC,282 bhp,5.0,19.91 Lakh,9.37
Mahindra Scorpio VLX,Pune,2015,16117,CNG,Manual,First,15.04 kmpl,2494 CC,67 bhp,5.0,,1.87
Nissan Terrano XL,Ahmedabad,2010,56762,Petrol,Manual,First,18.1 kmpl,1798 CC,185 bhp,5.0,,3.17
Tata Indigo CS Emax CNG GLX,Mumbai,2017,56331,Petrol,Manual,First,13.8 kmpl,1995 CC,187.7 bhp,5.0,,3.08
Honda Civic 2006-2010 1.8 V MT,Mumbai,2015,73364,Diesel,Manual,First,11.3 kmpl,998 CC,76 bhp,5.0,,2.1
BMW X3 xDrive20d,Mumbai,2009,37755,CNG,Manual,Fourth & Above,27.39 kmpl,1399 CC,null bhp,5.0,,2.65
Skoda Octavia Elegance 2.0 TDI AT,Chennai,2011,50249,Diesel,Automatic,First,19.16 kmpl,2494 CC,58.16 bhp,5.0,,18.58
Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2009,35939,Petrol,Manual,First,25.4 kmpl,998 CC,78.9 bhp,5.0,,3.06
Ford Figo Petrol ZXI,Chennai,2014,71662,Diesel,Manual,Second,20.45 kmpl,2967 CC,88.73 bhp,7.0,,3.54
Hyundai Santro Xing XG,Mumbai,2010,32690,Petrol,Manual,First,18.0 kmpl,1086 CC,73 bhp,5.0,,3.18
BMW X5 3.0d,Hyderabad,2009,66477,CNG,Manual,First,16.36 kmpl,1498 CC,null bhp,5.0,,8.01
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Ahmedabad,2010,46965,Diesel,Manual,First,15.4 kmpl,1582 CC,241.4 bhp,7.0,8.61 Lakh,8.89
Volkswagen Vento 1.6 Comfortline,Kolkata,2013,174707,Petrol,Manual,First,20.38 kmpl,814 CC,83.1 bhp,5.0,,1.85
Maruti Estilo LXI,Mumbai,2012,21081,Petrol,Manual,First,17.8 kmpl,1248 CC,117.3 bhp,5.0,,3.1
Hyundai i10 Sportz,Hyderabad,2006,34573,Petrol,Manual,Second,16.8 kmpl,998 CC,null bhp,5.0,,2.05
Honda City 1.5 V MT,Chennai,2011,84694,Diesel,Manual,First,10.8 kmpl,1493 CC,138.1 bhp,5.0,,6.08
Maruti Alto K10 VXI,Mumbai,2015,24874,Diesel,Manual,First,17.0 kmpl,1299 CC,70 bhp,5.0,,3.77
Hyundai i10 Sportz AT,Chennai,2009,65244,Diesel,Manual,First,23.84 kmpl,5000 CC,47.3 bhp,5.0,,4.96
Skoda Laura Ambition 2.0 TDI CR AT,Bangalore,2008,42457,Diesel,Automatic,First,22.69 kmpl,2199 CC,88.2 bhp,7.0,,12.56
Ford Figo Petrol ZXI,Delhi,2014,70855,Petrol,Manual,First,21.5 kmpl,1582 CC,132 bhp,5.0,,4.45
Hyundai i20 Asta Option 1.2,Mumbai,2014,103652,Petrol,Manual,First,21.1 kmpl,1950 CC,261.5 bhp,8.0,,4.94
Land Rover Range Rover 3.0 D,Coimbatore,2014,57423,Diesel,Manual,First,20.7 kmpl,1197 CC,147.51 bhp,7.0,,3.66
Tata Manza ELAN Quadrajet BS IV,Bangalore,2014,87160,Diesel,Automatic,First,26.6 km/kg,1995 CC,88.7 bhp,5.0,,17.81
Maruti Swift Dzire VDI,Hyderabad,2007,63665,CNG,Manual,Second,15.0 kmpl,1798 CC,168.5 bhp,5.0,,1.89
Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,49300,CNG,Manual,First,21.1 kmpl,1599 CC,78 bhp,5.0,,1.94
Honda City i-VTEC VX,Kolkata,2009,26534,Petrol,Manual,First,12.99 kmpl,1598 CC,104.68 bhp,5.0,,13.09
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Kochi,2017,49454,Diesel,Manual,First,25.8 kmpl,1199 CC,126.2 bhp,7.0,,7.48
Honda Brio 1.2 VX MT,Kolkata,2011,39487,Diesel,Manual,First,12.8 kmpl,1197 CC,82 bhp,5.0,,11.65
Maruti Omni 5 Seater BSIV,Coimbatore,2015,58156,Petrol,Automatic,First,7.81 kmpl,2894 CC,395 bhp,4.0,11.58 Lakh,3.07
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2014,47186,Petrol,Automatic,First,25.17 kmpl,998 CC,67.1 bhp,5.0,,4.66
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2014,62077,Diesel,Manual,First,18.7 kmpl,1498 CC,58.16 bhp,5.0,,1.71
Maruti Alto K10 VXI,Mumbai,2016,45866,Petrol,Manual,First,13.5 kmpl,1198 CC,67.1 bhp,5.0,,3.64
Nissan Micra XV CVT,Mumbai,2012,63059,Diesel,Manual,First,11.05 kmpl,2967 CC,189.08 bhp,5.0,,2.69
Chevrolet Beat Diesel LT,Chennai,2010,46342,Petrol,Manual,Second,15.0 kmpl,1198 CC,null bhp,5.0,,1.06
Volkswagen Vento Petrol Highline,Delhi,2011,41087,Diesel,Automatic,First,17.68 kmpl,1496 CC,74.9 bhp,5.0,,31.73
Mahindra Scorpio 1.99 S10 4WD,Mumbai,2017,22363,CNG,Manual,First,13.8 kmpl,1197 CC,68.05 bhp,5.0,,3.3
Maruti Baleno Zeta,Mumbai,2006,23858,CNG,Manual,Second,17.1 kmpl,1399 CC,91.1 bhp,5.0,,1.88
Toyota Prius 2009-2016 Z4,Hyderabad,2012,55156,Diesel,Manual,First,23.59 kmpl,1399 CC,126.2 bhp,5.0,8.54 Lakh,5.79
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2009,66572,CNG,Manual,Second,11.74 kmpl,1396 CC,74 bhp,5.0,,2.49
Volkswagen Vento Diesel Comfortline,Jaipur,2013,22839,Petrol,Manual,First,26.6 km/kg,1197 CC,121.3 bhp,5.0,,5.36
Maruti Swift 1.3 ZXI,Mumbai,2013,61754,Diesel,Manual,First,18.6 kmpl,796 CC,118 bhp,5.0,,3.2
Maruti Swift VDI BSIV,Chennai,2015,66987,Diesel,Manual,First,24.0 kmpl,1796 CC,88.5 bhp,5.0,,3.8
Hyundai Verna 1.6 VTVT,Bangalore,2014,32034,Diesel,Automatic,First,16.0 kmpl,1968 CC,163 bhp,5.0,14.07 Lakh,11.1
Audi A6 2011-2015 2.0 TDI,Jaipur,2004,115328,CNG,Manual,Third,22.95 kmpl,1061 CC,82 bhp,5.0,,2.25
Maruti Wagon R Duo Lxi,Hyderabad,2010,57643,CNG,Automatic,First,22.32 kmpl,1799 CC,null bhp,5.0,,1.44
Maruti Swift 1.3 LXI,Delhi,2014,47820,Diesel,Manual,First,12.83 kmpl,1995 CC,117.3 bhp,5.0,,4.68
Toyota Innova 2.0 G1,Mumbai,2013,130509,Diesel,Manual,First,17.92 kmpl,1199 CC,184 bhp,5.0,,1.55
Chevrolet Enjoy 1.3 TCDi LS 8,Mumbai,2003,44572,Petrol,Manual,First,12.05 kmpl,1598 CC,81.86 bhp,5.0,,2.51
Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,53093,Diesel,Manual,First,22.71 kmpl,1956 CC,241.38 bhp,8.0,8.61 Lakh,4.99
Chevrolet Spark 1.0 LS,Bangalore,2015,64625,CNG,Manual,First,26.6 km/kg,1462 CC,83.8 bhp,5.0,,6.52
Hyundai Xcent 1.2 VTVT SX,Mumbai,2007,28652,Petrol,Manual,First,17.0 kmpl,1599 CC,74 bhp,5.0,,2.17
BMW X1 sDrive20d,Hyderabad,2013,53192,Diesel,Automatic,First,20.92 kmpl,1498 CC,190 bhp,6.0,,6.77
Hyundai i20 Asta,Pune,2011,46307,Diesel,Automatic,First,19.16 kmpl,1248 CC,70 bhp,7.0,,14.86
Maruti Baleno Vxi - BSIII,Kolkata,2009,58588,Diesel,Manual,Second,23.0 kmpl,2354 CC,88.2 bhp,5.0,,1.43
Mahindra XUV500 W8 2WD,Pune,2013,59962,Diesel,Automatic,First,18.48 kmpl,1498 CC,241.4 bhp,5.0,,18.15
Toyota Corolla Altis 1.8 G,Kolkata,2010,39321,Petrol,Manual,First,24.0 kmpl,1197 CC,81.80 bhp,5.0,,2.29
Maruti Swift 1.3 VXi,Coimbatore,2015,78318,Petrol,Manual,First,15.0 kmpl,2755 CC,215 bhp,4.0,33.21 Lakh,1.54
Chevrolet Spark 1.0 LS,Mumbai,2010,48254,Petrol,Manual,First,22.07 kmpl,1197 CC,68.05 bhp,5.0,,2.91
Maruti Alto Std,Pune,2012,45649,Diesel,Manual,First,18.48 kmpl,2179 CC,140 bhp,7.0,,20.39
Maruti Vitara Brezza ZDi Plus,Hyderabad,2010,60862,Diesel,Manual,First,21.13 kmpl,1498 CC,58.16 bhp,5.0,,4.49
Maruti Alto K10 VXI,Mumbai,2014,35839,Petrol,Manual,First,15.0 kmpl,796 CC,67.04 bhp,5.0,,2.38
Honda Civic 2010-2013 1.8 V MT,Hyderabad,2012,46671,Diesel,Manual,First,12.98 kmpl,2993 CC,37.48 bhp,5.0,,22.07
Hyundai Verna Xi (Petrol),Mumbai,2012,17151,Diesel,Manual,First,14.3 kmpl,1390 CC,58.16 bhp,5.0,,6.84
Audi Q7 35 TDI Quattro Technology,Coimbatore,2009,60004,Diesel,Manual,Second,16.95 kmpl,1995 CC,88.5 bhp,7.0,,57.56
Maruti Eeco 5 STR With AC Plus HTR CNG,Chennai,2012,54501,Diesel,Manual,First,22.7 kmpl,1193 CC,58.16 bhp,5.0,,15.26
Maruti Eeco 7 Seater Standard,Mumbai,2010,34034,Petrol,Manual,First,31.79 km/kg,1197 CC,81.86 bhp,5.0,,2.22
Jaguar XE Portfolio,Delhi,2013,36951,Petrol,Automatic,First,14.67 kmpl,2967 CC,123.7 bhp,5.0,10.28 Lakh,5.16
Skoda Octavia Ambition 1.4 TSI MT,Mumbai,2011,54330,Petrol,Manual,First,26.6 km/kg,2993 CC,null bhp,5.0,,2.54
BMW X1 sDrive 20d Sportline,Hyderabad,2009,66825,Diesel,Manual,First,24.0 kmpl,1248 CC,170 bhp,5.0,,2.93
Ford Endeavour XLT TDCi 4X2,Mumbai,2015,65602,Diesel,Manual,First,0.0 kmpl,1248 CC,190 bhp,7.0,,13.28
Maruti Estilo LXI,Bangalore,2013,54305,LPG,Manual,First,13.9 kmpl,2987 CC,100 bhp,5.0,,2.54
Ford Fiesta Classic 1.4 Duratorq CLXI,Mumbai,2012,62280,Diesel,Automatic,First,13.4 kmpl,1997 CC,58.2 bhp,8.0,,5.17
BMW 5 Series 520d Sport Line,Mumbai,2012,44718,Diesel,Manual,First,18.88 kmpl,2987 CC,58.16 bhp,5.0,,8.31
BMW 5 Series 520d Luxury Line,Jaipur,2012,58598,Diesel,Manual,First,18.16 kmpl,1248 CC,88.7 bhp,5.0,,5.27
Hyundai Getz GLE,Kolkata,2010,35732,Petrol,Manual,First,10.5 kmpl,1193 CC,57.5 bhp,5.0,,1.96
Hyundai Accent GLE 1,Jaipur,2010,32828,Petrol,Manual,First,17.85 kmpl,1197 CC,53 bhp,5.0,,4.73
Hyundai Elantra 2.0 SX Option AT,Chennai,2013,57819,Diesel,Manual,First,12.8 kmpl,2179 CC,170 bhp,7.0,,26.45
Mercedes-Benz E-Class 280 CDI,Chennai,2009,53869,Petrol,Manual,First,15.04 kmpl,1396 CC,121.3 bhp,5.0,,2.39
Maruti Swift Dzire VDI Optional,Coimbatore,2015,30959,Diesel,Manual,First,14.67 kmpl,814 CC,147.8 bhp,5.0,,2.81
Honda City i DTEC VX,Delhi,2014,78558,Diesel,Manual,First,15.6 kmpl,1248 CC,190 bhp,7.0,,24.91
Maruti Alto LXi,Mumbai,2012,50514,Diesel,Manual,First,22.0 kmpl,2179 CC,170 bhp,5.0,,3.57
Maruti Celerio VXI,Bangalore,2014,75941,Diesel,Automatic,First,18.88 kmpl,4134 CC,58.16 bhp,5.0,,1.01
Mahindra Ssangyong Rexton RX7,Chennai,2012,36608,Diesel,Manual,First,26.6 km/kg,1199 CC,88.7 bhp,5.0,,2.77
Maruti Wagon R LX,Mumbai,2017,63283,Petrol,Manual,First,12.99 kmpl,1498 CC,121.3 bhp,5.0,,13.69
Maruti Wagon R VXI,Kolkata,2009,51318,Diesel,Manual,First,25.4 kmpl,1497 CC,84 bhp,5.0,,2.09
Honda CR-V 2.4 AT,Pune,2016,22700,Petrol,Manual,Second,18.2 kmpl,796 CC,94 bhp,5.0,,2.17
Maruti Ertiga ZXI,Kolkata,2013,60915,Petrol,Manual,First,17.01 kmpl,1995 CC,82.85 bhp,5.0,,1.33
Hyundai i10 Magna 1.2,Chennai,2013,50880,Diesel,Automatic,First,23.9 kmpl,1497 CC,58.16 bhp,5.0,,4.15
Toyota Camry Hybrid,Delhi,2016,47106,Petrol,Manual,First,9.8 kmpl,1196 CC,120.7 bhp,5.0,44.75 Lakh,4.96
Maruti 800 Std BSIII,Jaipur,2013,55061,CNG,Manual,First,18.6 kmpl,1798 CC,186 bhp,5.0,,1.97
Maruti Wagon R AMT VXI,Kolkata,2011,80508,CNG,Manual,First,19.81 kmpl,2967 CC,41 bhp,5.0,,2.98
Hyundai i10 Magna LPG,Hyderabad,2011,148804,CNG,Automatic,Third,13.14 kmpl,1396 CC,58.16 bhp,5.0,,1.71
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2013,49232,Diesel,Automatic,First,15.4 kmpl,2143 CC,108.49 bhp,5.0,,9.62
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2011,13877,Diesel,Manual,First,18.49 kmpl,1396 CC,123.24 bhp,5.0,,6.79
Skoda Superb Elegance 1.8 TSI MT,Kochi,2015,35642,Petrol,Automatic,First,25.1 kmpl,1995 CC,181.43 bhp,5.0,10.57 Lakh,4.18
Force One LX 4x4,Delhi,2009,53671,Diesel,Automatic,First,20.51 kmpl,1968 CC,170 bhp,5.0,,15.55
Maruti Celerio ZXI AT,Mumbai,2014,51937,Petrol,Manual,Third,15.3 kmpl,1086 CC,121.3 bhp,5.0,,1.79
Honda CR-V 2.0 AT,Kolkata,2010,37466,Petrol,Manual,First,22.54 kmpl,796 CC,88.7 bhp,5.0,,2.67
Ford Fiesta 1.6 ZXI Duratec,Kolkata,2005,49300,CNG,Manual,First,21.9 kmpl,999 CC,80 bhp,5.0,,1.69
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Chennai,2012,8371,Petrol,Automatic,First,26.6 km/kg,1197 CC,82 bhp,5.0,,2.61
Audi A4 2.0 TDI,Kolkata,2013,52517,Petrol,Manual,First,22.7 kmpl,1582 CC,81.83 bhp,5.0,,1.03
Mercedes-Benz M-Class ML 250 CDI,Kochi,2017,55366,Diesel,Manual,First,27.39 kmpl,1193 CC,224 bhp,5.0,,9.47
Hyundai i10 Magna LPG,Hyderabad,2007,54699,CNG,Manual,First,11.1 kmpl,1405 CC,88 bhp,5.0,,3.62
Maruti Alto K10 LXI,Kolkata,2014,27860,Petrol,Manual,First,17.0 kmpl,1299 CC,58.2 bhp,5.0,,2.57
Skoda Octavia Elegance 2.0 TDI AT,Bangalore,2011,107935,Diesel,Manual,First,13.68 kmpl,1197 CC,187.74 bhp,7.0,,3.94
Skoda Superb 1.8 TSI MT,Mumbai,2014,48497,Petrol,Manual,First,17.8 kmpl,1198 CC,121.3 bhp,5.0,,2.66
Honda City 1.5 S MT,Chennai,2010,87230,Petrol,Manual,First,20.0 kmpl,998 CC,null bhp,5.0,,0.98
Mahindra Verito 1.5 D6 BSIV,Chennai,2007,128562,CNG,Manual,First,17.1 kmpl,2354 CC,136 bhp,5.0,,2.61
Toyota Corolla Altis 2008-2013 1.8 VL AT,Bangalore,2012,54835,Petrol,Manual,First,22.1 km/kg,1193 CC,58.16 bhp,5.0,,0.53
BMW 5 Series 520d Sport Line,Mumbai,2003,29279,Petrol,Manual,First,23.84 kmpl,2477 CC,126.32 bhp,5.0,,12.44
Maruti Omni 8 Seater BSII,Bangalore,2010,29084,Diesel,Automatic,First,16.36 kmpl,1248 CC,174.57 bhp,5.0,,11.62
Renault Duster 85PS Diesel RxL,Delhi,2013,51573,Petrol,Automatic,First,22.0 kmpl,1798 CC,174.33 bhp,5.0,,19.02
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Hyderabad,2007,143332,CNG,Manual,Second,22.32 kmpl,1399 CC,57.6 bhp,5.0,,2.93
Honda City 1.5 S AT,Hyderabad,2013,42289,Diesel,Manual,First,13.5 kmpl,2979 CC,177 bhp,5.0,,4.71
Ford Figo Aspire 1.2 Ti-VCT Titanium,Hyderabad,2014,51955,Diesel,Manual,First,25.17 kmpl,2993 CC,157.8 bhp,5.0,7.33 Lakh,14.83
Datsun redi-GO T Option,Kolkata,2015,20461,Petrol,Manual,First,26.6 km/kg,1196 CC,83.14 bhp,5.0,,2.95
Fiat Siena 1.2 ELX,Hyderabad,2013,41461,Diesel,Manual,First,13.2 kmpl,1461 CC,58.16 bhp,5.0,,14.0
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,2010,48127,Petrol,Manual,First,26.6 km/kg,1197 CC,117.3 bhp,5.0,,3.57
Mercedes-Benz CLA 200 D Sport Edition,Chennai,2010,96702,Diesel,Manual,First,17.6 kmpl,796 CC,37 bhp,5.0,,4.04
Skoda Rapid 1.5 TDI Elegance,Chennai,2013,39327,Diesel,Manual,First,14.28 kmpl,2982 CC,58.16 bhp,7.0,,18.28
Jaguar XF 2.2 Litre Luxury,Chennai,2010,48645,Diesel,Manual,First,18.7 kmpl,1120 CC,58.16 bhp,5.0,,12.1
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2012,32322,Petrol,Manual,First,16.4 kmpl,1364 CC,147.8 bhp,5.0,,1.08
Maruti SX4 Vxi BSIV,Hyderabad,2011,70443,Petrol,Manual,First,11.7 kmpl,998 CC,64 bhp,5.0,,5.73
Hyundai Grand i10 1.2 Kappa Asta,Jaipur,2011,53565,Petrol,Manual,First,19.0 kmpl,998 CC,98.6 bhp,5.0,,2.05
Mercedes-Benz C-Class Progressive C 220d,Mumbai,2003,16402,CNG,Manual,First,19.0 kmpl,1199 CC,73 bhp,5.0,,3.5
Hyundai EON Era Plus,Hyderabad,2014,29129,CNG,Manual,First,25.2 kmpl,1399 CC,60 bhp,5.0,,2.39
Jaguar XF 2.2 Litre Luxury,Hyderabad,2010,40722,Diesel,Manual,First,18.16 kmpl,1591 CC,58.16 bhp,5.0,,4.89
Maruti Vitara Brezza ZDi Plus,Chennai,2015,69429,Diesel,Manual,First,21.43 kmpl,1461 CC,73 bhp,7.0,,18.4
Mahindra E Verito D4,Hyderabad,2006,54603,Petrol,Manual,First,10.9 kmpl,,108.45 bhp,5.0,,2.12
Toyota Fortuner 2.8 2WD AT,Hyderabad,2010,46384,Petrol,Manual,First,12.4 kmpl,998 CC,90 bhp,5.0,,1.46
Maruti Alto LXi BSIII,Bangalore,2012,73111,CNG,Manual,First,19.0 kmpl,1799 CC,179.5 bhp,5.0,,6.74
Land Rover Range Rover Vogue SE 4.4 SDV8,Kolkata,2011,21745,Petrol,Manual,Second,11.1 kmpl,1198 CC,103.2 bhp,6.0,,4.48
Maruti Swift VDI,Ahmedabad,2012,46775,Diesel,Manual,First,15.6 kmpl,1498 CC,185 bhp,7.0,,5.95
Mercedes-Benz CLA 200 D Sport Edition,Kolkata,2008,15954,Petrol,Manual,First,15.1 kmpl,1199 CC,121.3 bhp,5.0,,2.4
Skoda Rapid 1.5 TDI Elegance,Bangalore,2011,61242,Diesel,Manual,Second,11.74 kmpl,1498 CC,58.16 bhp,5.0,,1.23
Toyota Innova Crysta 2.8 ZX AT,Jaipur,2010,55215,Diesel,Automatic,First,15.73 kmpl,1248 CC,190 bhp,5.0,,20.88
Mahindra TUV 300 2015-2019 T8,Kochi,2013,37460,Petrol,Manual,First,21.5 kmpl,1461 CC,83.1 bhp,7.0,37.17 Lakh,4.09
